Material,Material Description,Material Group,Division,EAN/UPC,Weight unit,Gross Weight,Net Weight,Material type descr.,Material Group Desc.,Material grp desc. 2,Name,PH Level 01,PH Level 01 - Desc.,PH Level 02,PH Level 02 - Desc.,PH Level 03,PH Level 03 - Desc.,PH Level 04,PH Level 04 - Desc.,PH Level 05,PH Level 05 - Desc.
MK-MLPSXD109,"TIBIAL LINER PS D1-2 METALBACKED, 9mm",KI-DK-MBP,KI,08906067240927,G,16.000,16.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXD111,"TIBIAL LINER PS D1-2 METALBACKED, 11mm",KI-DK-MBP,KI,08906067240934,G,20.000,20.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXD114,"TIBIAL LINER PS D1-2 METALBACKED, 14mm",KI-DK-MBP,KI,08906067240941,G,26.000,26.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXD117,"TIBIAL LINER PS D1-2 METALBACKED, 17mm",KI-DK-MBP,KI,08906067240958,G,32.000,32.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXD309,"TIBIAL LINER PS D3-4 METALBACKED, 9mm",KI-DK-MBP,KI,08906067240965,G,19.000,19.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXD311,"TIBIAL LINER PS D3-4 METALBACKED, 11mm",KI-DK-MBP,KI,08906067240972,G,24.000,24.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXD314,"TIBIAL LINER PS D3-4 METALBACKED, 14mm",KI-DK-MBP,KI,08906067240989,G,30.000,30.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXD317,"TIBIAL LINER PS D3-4 METALBACKED, 17mm",KI-DK-MBP,KI,08906067240996,G,37.000,37.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXE309,"TIBIAL LINER PS E3-4 METALBACKED, 9mm",KI-DK-MBP,KI,08906067241009,G,20.000,20.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXE311,"TIBIAL LINER PS E3-4 METALBACKED, 11mm",KI-DK-MBP,KI,08906067241016,G,25.000,25.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXE314,"TIBIAL LINER PS E3-4 METALBACKED, 14mm",KI-DK-MBP,KI,08906067241023,G,31.000,31.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXE317,"TIBIAL LINER PS E3-4 METALBACKED, 17mm",KI-DK-MBP,KI,08906067241030,G,38.000,38.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXE509,"TIBIAL LINER PS E5-6 METALBACKED, 9mm",KI-DK-MBP,KI,08906067241047,G,25.000,25.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXE511,"TIBIAL LINER PS E5-6 METALBACKED, 11mm",KI-DK-MBP,KI,08906067241054,G,30.000,30.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXE514,"TIBIAL LINER PS E5-6 METALBACKED, 14mm",KI-DK-MBP,KI,08906067241061,G,38.000,38.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXE517,"TIBIAL LINER PS E5-6 METALBACKED, 17mm",KI-DK-MBP,KI,08906067241078,G,46.000,46.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXF309,"TIBIAL LINER PS F3-4 METALBACKED, 9mm",KI-DK-MBP,KI,08906067242044,G,20.000,20.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXF311,"TIBIAL LINER PS F3-4 METALBACKED, 11mm",KI-DK-MBP,KI,08906067242051,G,25.000,25.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXF314,"TIBIAL LINER PS F3-4 METALBACKED, 14mm",KI-DK-MBP,KI,08906067242068,G,31.000,31.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXF317,"TIBIAL LINER PS F3-4 METALBACKED, 17mm",KI-DK-MBP,KI,08906067242075,G,38.000,38.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXF509,"TIBIAL LINER PS F5-6 METALBACKED, 9mm",KI-DK-MBP,KI,08906067241085,G,25.000,25.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXF511,"TIBIAL LINER PS F5-6 METALBACKED, 11mm",KI-DK-MBP,KI,08906067241092,G,30.000,30.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXF514,"TIBIAL LINER PS F5-6 METALBACKED, 14mm",KI-DK-MBP,KI,08906067241108,G,38.000,38.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXF517,"TIBIAL LINER PS F5-6 METALBACKED, 17mm",KI-DK-MBP,KI,08906067241115,G,46.000,46.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXF709,"TIBIAL LINER PS F7-8 METALBACKED, 9mm",KI-DK-MBP,KI,08906067241122,G,30.000,30.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXF711,"TIBIAL LINER PS F7-8 METALBACKED, 11mm",KI-DK-MBP,KI,08906067241139,G,36.000,36.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXF714,"TIBIAL LINER PS F7-8 METALBACKED, 14mm",KI-DK-MBP,KI,08906067241146,G,45.000,45.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXF717,"TIBIAL LINER PS F7-8 METALBACKED, 17mm",KI-DK-MBP,KI,08906067241153,G,55.000,55.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXG509,"TIBIAL LINER PS G5-6 METALBACKED, 9mm",KI-DK-MBP,KI,08906067241160,G,25.000,25.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXG511,"TIBIAL LINER PS G5-6 METALBACKED, 11mm",KI-DK-MBP,KI,08906067241177,G,30.000,30.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXG514,"TIBIAL LINER PS G5-6 METALBACKED, 14mm",KI-DK-MBP,KI,08906067241184,G,38.000,38.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXG517,"TIBIAL LINER PS G5-6 METALBACKED, 17mm",KI-DK-MBP,KI,08906067241191,G,46.000,46.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXG709,"TIBIAL LINER PS G7-8 METALBACKED, 9mm",KI-DK-MBP,KI,08906067241207,G,30.000,30.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXG711,"TIBIAL LINER PS G7-8 METALBACKED, 11mm",KI-DK-MBP,KI,08906067241214,G,36.000,36.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXG714,"TIBIAL LINER PS G7-8 METALBACKED, 14mm",KI-DK-MBP,KI,08906067241221,G,45.000,45.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXG717,"TIBIAL LINER PS G7-8 METALBACKED, 17mm",KI-DK-MBP,KI,08906067241238,G,55.000,55.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXH709,"TIBIAL LINER PS H7-8 METALBACKED, 9mm",KI-DK-MBP,KI,08906067241245,G,30.000,30.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXH711,"TIBIAL LINER PS H7-8 METALBACKED, 11mm",KI-DK-MBP,KI,08906067241252,G,36.000,36.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXH714,"TIBIAL LINER PS H7-8 METALBACKED, 14mm",KI-DK-MBP,KI,08906067241269,G,45.000,45.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MLPSXH717,"TIBIAL LINER PS H7-8 METALBACKED, 17mm",KI-DK-MBP,KI,08906067241276,G,55.000,55.000,FG Material-Knee,DK - Metal Liner PS,DK - Metal Liner PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0002,Liner - Knee,001,Liner PS
MK-MTUUX100,TIBIAL BASE 1 METALBACKED,KI-DK-TBP,KI,08906067241801,G,113.000,113.000,FG Material-Knee,DK-Tibial Base Plate,DK - Tibial Base Pla,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0004,TBP,001,TBP
MK-MTUUX200,TIBIAL BASE 2 METALBACKED,KI-DK-TBP,KI,08906067241818,G,118.000,118.000,FG Material-Knee,DK-Tibial Base Plate,DK - Tibial Base Pla,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0004,TBP,001,TBP
MK-MTUUX300,TIBIAL BASE 3 METALBACKED,KI-DK-TBP,KI,08906067241825,G,122.000,122.000,FG Material-Knee,DK-Tibial Base Plate,DK - Tibial Base Pla,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0004,TBP,001,TBP
MK-MTUUX400,TIBIAL BASE 4 METALBACKED,KI-DK-TBP,KI,08906067241832,G,132.000,132.000,FG Material-Knee,DK-Tibial Base Plate,DK - Tibial Base Pla,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0004,TBP,001,TBP
MK-MTUUX500,TIBIAL BASE 5 METALBACKED,KI-DK-TBP,KI,08906067241849,G,133.000,133.000,FG Material-Knee,DK-Tibial Base Plate,DK - Tibial Base Pla,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0004,TBP,001,TBP
MK-MTUUX600,TIBIAL BASE 6 METALBACKED,KI-DK-TBP,KI,08906067241856,G,144.000,144.000,FG Material-Knee,DK-Tibial Base Plate,DK - Tibial Base Pla,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0004,TBP,001,TBP
MK-MTUUX700,TIBIAL BASE 7 METALBACKED,KI-DK-TBP,KI,08906067241863,G,147.000,147.000,FG Material-Knee,DK-Tibial Base Plate,DK - Tibial Base Pla,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0004,TBP,001,TBP
MK-MTUUX800,TIBIAL BASE 8 METALBACKED,KI-DK-TBP,KI,08906067241870,G,151.000,151.000,FG Material-Knee,DK-Tibial Base Plate,DK - Tibial Base Pla,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0004,TBP,001,TBP
MK-MXO-00084I,WRENCH 6MM/7MM (i),KN-INS GN,KN,,KG,0.000,0.000,FG Material-Knee,Inst. General,Inst. General,Knee Instrument,KN,Knee,006,Instruments,0001,Primary,0001,Instruments & Spares,003,Set PS
MK-MXO-00110I,PATELLAR PRESSURE CLAMP (i),KN-INS GN,KN,,KG,0.000,0.000,FG Material-Knee,Inst. General,Inst. General,Knee Instrument,KN,Knee,006,Instruments,0001,Primary,0001,Instruments & Spares,006,Set Patella
MK-UFCRLA00,FEMORAL CR LEFT A,KI-DK-FMC,KI,08906067240163,KG,0.000,0.000,FG Material-Knee,DK - Femur CR,DK - Femur CR,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,002,Femoral CR
MK-UFCRLB00,FEMORAL CR LEFT B,KI-DK-FMC,KI,08906067240170,KG,0.000,0.000,FG Material-Knee,DK - Femur CR,DK - Femur CR,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,002,Femoral CR
MK-UFCRLC00,FEMORAL CR LEFT C,KI-DK-FMC,KI,08906067240187,KG,0.000,0.000,FG Material-Knee,DK - Femur CR,DK - Femur CR,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,002,Femoral CR
MK-UFCRLD00,FEMORAL CR LEFT D,KI-DK-FMC,KI,08906067240194,KG,0.000,0.000,FG Material-Knee,DK - Femur CR,DK - Femur CR,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,002,Femoral CR
MK-UFCRLE00,FEMORAL CR LEFT E,KI-DK-FMC,KI,08906067240200,KG,0.000,0.000,FG Material-Knee,DK - Femur CR,DK - Femur CR,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,002,Femoral CR
MK-UFCRLF00,FEMORAL CR LEFT F,KI-DK-FMC,KI,08906067240217,KG,0.000,0.000,FG Material-Knee,DK - Femur CR,DK - Femur CR,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,002,Femoral CR
MK-UFCRLG00,FEMORAL CR LEFT G,KI-DK-FMC,KI,08906067240224,KG,0.000,0.000,FG Material-Knee,DK - Femur CR,DK - Femur CR,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,002,Femoral CR
MK-UFCRLH00,FEMORAL CR LEFT H,KI-DK-FMC,KI,08906067240231,KG,0.000,0.000,FG Material-Knee,DK - Femur CR,DK - Femur CR,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,002,Femoral CR
MK-UFCRRA00,FEMORAL CR RIGHT A,KI-DK-FMC,KI,08906067240248,KG,0.000,0.000,FG Material-Knee,DK - Femur CR,DK - Femur CR,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,002,Femoral CR
MK-UFCRRB00,FEMORAL CR RIGHT B,KI-DK-FMC,KI,08906067240255,KG,0.000,0.000,FG Material-Knee,DK - Femur CR,DK - Femur CR,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,002,Femoral CR
MK-UFCRRC00,FEMORAL CR RIGHT C,KI-DK-FMC,KI,08906067240262,KG,0.000,0.000,FG Material-Knee,DK - Femur CR,DK - Femur CR,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,002,Femoral CR
MK-UFCRRD00,FEMORAL CR RIGHT D,KI-DK-FMC,KI,08906067240279,KG,0.000,0.000,FG Material-Knee,DK - Femur CR,DK - Femur CR,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,002,Femoral CR
MK-UFCRRE00,FEMORAL CR RIGHT E,KI-DK-FMC,KI,08906067240286,KG,0.000,0.000,FG Material-Knee,DK - Femur CR,DK - Femur CR,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,002,Femoral CR
MK-UFCRRF00,FEMORAL CR RIGHT F,KI-DK-FMC,KI,08906067240293,KG,0.000,0.000,FG Material-Knee,DK - Femur CR,DK - Femur CR,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,002,Femoral CR
MK-UFCRRG00,FEMORAL CR RIGHT G,KI-DK-FMC,KI,08906067240309,KG,0.000,0.000,FG Material-Knee,DK - Femur CR,DK - Femur CR,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,002,Femoral CR
MK-UFCRRH00,FEMORAL CR RIGHT H,KI-DK-FMC,KI,08906067240316,KG,0.000,0.000,FG Material-Knee,DK - Femur CR,DK - Femur CR,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,002,Femoral CR
MK-UFPSLA00,FEMORAL PS LEFT A,KI-DK-FMP,KI,08906067240002,G,139.000,139.000,FG Material-Knee,DK - Femur PS,DK - Femur PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,001,Femoral PS
MK-UFPSLB00,FEMORAL PS LEFT B,KI-DK-FMP,KI,08906067240019,G,182.000,182.000,FG Material-Knee,DK - Femur PS,DK - Femur PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,001,Femoral PS
MK-UFPSLC00,FEMORAL PS LEFT C,KI-DK-FMP,KI,08906067240026,G,212.000,212.000,FG Material-Knee,DK - Femur PS,DK - Femur PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,001,Femoral PS
MK-UFPSLD00,FEMORAL PS LEFT D,KI-DK-FMP,KI,08906067240033,G,233.000,233.000,FG Material-Knee,DK - Femur PS,DK - Femur PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,001,Femoral PS
MK-UFPSLE00,FEMORAL PS LEFT E,KI-DK-FMP,KI,08906067240040,G,255.000,255.000,FG Material-Knee,DK - Femur PS,DK - Femur PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,001,Femoral PS
MK-UFPSLF00,FEMORAL PS LEFT F,KI-DK-FMP,KI,08906067240057,G,306.000,306.000,FG Material-Knee,DK - Femur PS,DK - Femur PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,001,Femoral PS
MK-UFPSLG00,FEMORAL PS LEFT G,KI-DK-FMP,KI,08906067240064,G,358.000,358.000,FG Material-Knee,DK - Femur PS,DK - Femur PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,001,Femoral PS
MK-UFPSLH00,FEMORAL PS LEFT H,KI-DK-FMP,KI,08906067240071,G,419.000,419.000,FG Material-Knee,DK - Femur PS,DK - Femur PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,001,Femoral PS
MK-UFPSRA00,FEMORAL PS RIGHT A,KI-DK-FMP,KI,08906067240088,G,139.000,139.000,FG Material-Knee,DK - Femur PS,DK - Femur PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,001,Femoral PS
MK-UFPSRB00,FEMORAL PS RIGHT B,KI-DK-FMP,KI,08906067240095,G,182.000,182.000,FG Material-Knee,DK - Femur PS,DK - Femur PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,001,Femoral PS
MK-UFPSRC00,FEMORAL PS RIGHT C,KI-DK-FMP,KI,08906067240101,G,212.000,212.000,FG Material-Knee,DK - Femur PS,DK - Femur PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,001,Femoral PS
MK-UFPSRD00,FEMORAL PS RIGHT D,KI-DK-FMP,KI,08906067240118,G,233.000,233.000,FG Material-Knee,DK - Femur PS,DK - Femur PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,001,Femoral PS
MK-UFPSRE00,FEMORAL PS RIGHT E,KI-DK-FMP,KI,08906067240125,G,255.000,255.000,FG Material-Knee,DK - Femur PS,DK - Femur PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,001,Femoral PS
MK-UFPSRF00,FEMORAL PS RIGHT F,KI-DK-FMP,KI,08906067240132,G,306.000,306.000,FG Material-Knee,DK - Femur PS,DK - Femur PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,001,Femoral PS
MK-UFPSRG00,FEMORAL PS RIGHT G,KI-DK-FMP,KI,08906067240149,G,358.000,358.000,FG Material-Knee,DK - Femur PS,DK - Femur PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,001,Femoral PS
MK-UFPSRH00,FEMORAL PS RIGHT H,KI-DK-FMP,KI,08906067240156,G,419.000,419.000,FG Material-Knee,DK - Femur PS,DK - Femur PS,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0001,Femoral,001,Femoral PS
MK-UPUUX825,PATELLA 25mm UNIVERSAL,KI-DK-PTL,KI,08906067242723,G,2.600,2.600,FG Material-Knee,DK - Patella,DK - Patella,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0003,Primary Patella,001,Patella
MK-UPUUX828,PATELLA 28mm UNIVERSAL,KI-DK-PTL,KI,08906067242730,G,3.100,3.100,FG Material-Knee,DK - Patella,DK - Patella,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0003,Primary Patella,001,Patella
MK-UPUUX831,PATELLA 31mm UNIVERSAL,KI-DK-PTL,KI,08906067242747,G,3.600,3.600,FG Material-Knee,DK - Patella,DK - Patella,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0003,Primary Patella,001,Patella
MK-UPUUX834,PATELLA 34mm UNIVERSAL,KI-DK-PTL,KI,08906067242754,G,4.300,4.300,FG Material-Knee,DK - Patella,DK - Patella,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0003,Primary Patella,001,Patella
MK-UPUUX837,PATELLA 37mm UNIVERSAL,KI-DK-PTL,KI,08906067242761,G,4.900,4.900,FG Material-Knee,DK - Patella,DK - Patella,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0003,Primary Patella,001,Patella
MK-UPUUX840,PATELLA 40mm UNIVERSAL,KI-DK-PTL,KI,08906067242778,G,5.600,5.600,FG Material-Knee,DK - Patella,DK - Patella,Knee Implant,KN,Knee,001,Destiknee,0001,Primary,0003,Primary Patella,001,Patella
MLAD-35/22,Modular Liner Size 35/22,HI-LN-XL,HI,08906067243331,KG,0.000,0.000,FG Material-Hip,XLPE Liner,XLPE Liner,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0003,Liner - Hip,003,Liner Modular
MLAD-35/28,Modular Liner Size 35/28,HI-LN-XL,HI,08906067243348,KG,0.000,0.000,FG Material-Hip,XLPE Liner,XLPE Liner,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0003,Liner - Hip,003,Liner Modular
MLAD-37/22,Modular Liner Size 37/22,HI-LN-XL,HI,08906067243355,KG,0.000,0.000,FG Material-Hip,XLPE Liner,XLPE Liner,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0003,Liner - Hip,003,Liner Modular
MLAD-37/28,Modular Liner Size 37/28,HI-LN-XL,HI,08906067243362,KG,0.000,0.000,FG Material-Hip,XLPE Liner,XLPE Liner,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0003,Liner - Hip,003,Liner Modular
MLAD-40/28,Modular Liner Size 40/28,HI-LN-XL,HI,08906067243379,KG,0.000,0.000,FG Material-Hip,XLPE Liner,XLPE Liner,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0003,Liner - Hip,003,Liner Modular
MLAD-40/32,Modular Liner Size 40/32,HI-LN-XL,HI,08906067243386,KG,0.000,0.000,FG Material-Hip,XLPE Liner,XLPE Liner,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0003,Liner - Hip,003,Liner Modular
MLAD-44/28,Modular Liner Size 44/28,HI-LN-XL,HI,08906067243393,KG,0.000,0.000,FG Material-Hip,XLPE Liner,XLPE Liner,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0003,Liner - Hip,003,Liner Modular
MLAD-44/32,Modular Liner Size 44/32,HI-LN-XL,HI,08906067243409,KG,0.000,0.000,FG Material-Hip,XLPE Liner,XLPE Liner,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0003,Liner - Hip,003,Liner Modular
MLAD-44/36,Modular Liner Size 44/36,HI-LN-XL,HI,08906067243416,KG,0.000,0.000,FG Material-Hip,XLPE Liner,XLPE Liner,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0003,Liner - Hip,003,Liner Modular
MLAD-48/28,Modular Liner Size 48/28,HI-LN-XL,HI,08906067243423,KG,0.000,0.000,FG Material-Hip,XLPE Liner,XLPE Liner,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0003,Liner - Hip,003,Liner Modular
MLAD-48/32,Modular Liner Size 48/32,HI-LN-XL,HI,08906067243430,KG,0.000,0.000,FG Material-Hip,XLPE Liner,XLPE Liner,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0003,Liner - Hip,003,Liner Modular
MLAD-48/36,Modular Liner Size 48/36,HI-LN-XL,HI,08906067243447,KG,0.000,0.000,FG Material-Hip,XLPE Liner,XLPE Liner,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0003,Liner - Hip,003,Liner Modular
MLAD-48/40,Modular Liner Size 48/40,HI-LN-XL,HI,08906067243454,KG,0.000,0.000,FG Material-Hip,XLPE Liner,XLPE Liner,Hip Implant,HP,Hip,001,Latitud,0001,Primary,0003,Liner - Hip,003,Liner Modular
